Iterations	Fitness (Avergage from 30 samples)
758	320,718864724476
759	320,718863919181
760	320,642158022529
761	320,244394910594
762	320,244394498292
763	320,244394168453
764	320,033473014413
765	320,033436678441
766	319,997110426078
767	319,997110290978
768	319,997110182897
769	319,997110096433
770	319,953318121875
771	319,953318066538
772	319,952536346064
773	319,952498106757
774	319,952498078425
775	319,952361672379
776	319,904699843421
777	319,904025867613
778	319,844332960677
779	319,844332951394
780	319,844284543326
781	319,840545261271
782	319,840545256518
783	319,839648107587
784	319,839648104545
785	319,839645087668
786	319,706960565315
787	319,706956805952
788	319,633728889572
789	319,631675179
790	319,573317148731
791	319,565017219662
792	319,477430293673
793	319,477395656951
794	319,386141301974
795	319,295028232321
796	319,295020721057
797	319,285833102686
798	319,282548171009
799	319,282127105266
800	319,282126623098
801	319,280598372586
802	319,113693520063
803	319,113688025534
804	319,11368374227
805	319,11368038757
806	319,009753885227
807	319,009082517903
808	318,807358589856
809	318,807060547032
810	318,794404281928
811	318,792025537983
812	318,789977582135
813	318,789797202986
814	318,609795821814
815	318,609762840476
816	318,608473317841
817	318,605525957108
818	318,559302321504
819	318,557696416722
820	318,553740074636
821	318,55275634146
822	318,47998413177
823	318,415871930712
824	318,41545603636
825	318,413538810377
826	318,412685566503
827	318,41248609719
828	318,412328783789
829	318,411959418786
830	318,411860823317
831	318,411782540128
832	318,411720293244
833	318,380594127717
834	318,380554639638
835	318,380523148715
836	318,380498019685
837	318,379550958104
838	318,37953493424
839	318,379522131849
840	318,348383362728
841	318,34837518459
842	318,348138296415
843	318,348133068712
844	318,348128888342
845	318,348125545195
846	318,348122871411
847	318,348120732855
848	318,347813909193
849	318,34781254095
850	318,347650835027
851	318,347649959529
852	318,347649259181
853	318,245678161068
854	318,245677712892
855	318,238244022736
856	318,221996400755
857	318,22199617131
858	318,221995987757
859	318,185424203018
860	318,159228564311
861	318,159169222225
862	318,129989480009
863	318,129989419866
864	318,129989371751
865	318,12998933326
866	318,129989302467
867	318,106806926998
868	318,10680690729
869	318,106806891524
870	318,106806878911
871	318,106806868821
872	318,105619502799
873	318,098567783195
874	317,924236899284
875	317,924236895151
876	317,896939026055
877	317,896913735854
878	317,818559504838
879	317,818553432028
880	317,817085468619
881	317,743268312928
882	317,743268312062
883	317,742690123284
884	317,739521344751
885	317,737762324981
886	317,737762324626
887	317,736983589915
888	317,736983589688
889	317,734632178017
890	317,734629764851
891	317,734629764735
892	317,734629764642
893	317,734629764568
894	317,734629764508
895	317,731753829807
896	317,72742955036
897	317,721740185246
898	317,720200635747
899	317,719005093914
900	317,718071509281
901	317,717118195683
902	317,716500429236
903	317,715889046084
904	317,715528820536
905	317,715243106974
906	317,684092001898
907	317,683911420242
908	317,683767602384
909	317,683630964842
910	317,683520812992
911	317,665048610479
912	317,657675301757
913	317,65479965629
914	317,654502733091
915	317,651454451759
916	317,650816766144
917	317,63735295087
918	317,626671700526
919	317,613535822371
920	317,606633315053
921	317,603458472458
922	317,600222493173
923	317,600217521008
924	317,60021354379
925	317,600210362344
926	317,600207817398
927	317,599971369569
928	317,599969740997
929	317,599968438195
930	317,599940025396
931	317,592076988687
932	317,592076321707
933	317,581369256852
934	317,580885346527
935	317,580627133841
936	317,577885831669
937	317,571760820876
938	317,533681623905
939	317,529843167113
940	317,498735221262
941	317,497280593694
942	317,438301627048
943	317,437780623022
944	317,437480126597
945	317,437314034354
946	317,437228637641
947	317,425988939565
948	317,425977387233
949	317,425968169946
950	317,425757577075
951	317,425568568043
952	317,380723080253
953	317,371734682506
954	317,37164097178
955	317,371566484632
956	317,371507203079
957	317,371459975087
958	317,371419565007
959	317,371389520902
960	317,371365537339
961	317,371346383591
962	317,371331081779
963	317,304364279631
964	317,265589476108
965	317,265581662756
966	317,259650503389
967	317,259645507963
968	317,257239693786
969	317,255964500308
970	317,255961944924
971	317,126598293337
972	317,124230847311
973	317,12422953955
974	317,122860620316
975	317,122859783493
976	317,122859114076
977	317,122858578569
978	317,029751237812
979	317,000290503165
980	316,996911798032
981	316,888532506379
982	316,888532330927
983	316,887721825358
984	316,887721713072
985	316,886982808971
986	316,886101352741
987	316,885750608644
988	316,885696477546
989	316,885696440753
990	316,885696411319
991	316,885696387771
992	316,885696368933
993	316,885622514207
994	316,513419767957
995	316,513154534624
996	316,512964918354
997	316,51282767195
998	316,51272712121
999	316,512652598482
1000	316,512596767785
1001	316,488549385039
1002	316,48829108453
1003	316,464698977229
1004	316,464679772653
1005	316,464664815666
1006	316,432273486329
1007	316,432264288644
1008	316,432234759773
1009	316,432229026766
1010	316,432224484027
1011	316,43222087778
1012	316,432218010669
1013	316,432215728426
1014	316,387616904719
1015	316,387615454633
1016	316,387614297565
1017	316,327185797346
1018	316,327185059587
1019	316,327184470167
1020	316,27499339787
1021	316,274991188499
1022	316,274990887502
1023	316,16978960258
1024	316,169789410132
1025	316,166385410558
1026	316,166378539173
1027	316,023807952198
1028	316,023807873453
1029	316,023807810466
1030	316,023807760082
1031	316,023807719779
1032	316,023807687539
1033	316,023807661748
1034	316,023807641117
1035	316,023807624612
1036	316,023807611409
1037	316,023807600846
1038	316,023632455089
1039	316,023632448329
1040	316,023632442922
1041	316,023632438596
1042	316,023632435135
1043	316,023632432366
1044	316,023632430151
1045	315,991204631914
1046	315,991204630497
1047	315,991204629362
1048	315,986469913582
1049	315,986469912856
1050	315,886286603262
1051	315,886286602797
1052	315,663382134376
1053	315,663382134079
1054	315,663382133841
1055	315,663382133651
1056	315,660475578775
1057	315,652690832249
1058	315,652690832152
1059	315,645502646174
1060	315,645502646112
1061	315,645502646062
1062	315,645502646022
1063	315,621693842212
1064	315,621693842187
1065	315,621693842166
1066	315,62169384215
1067	315,602445258327
1068	315,602445258316
1069	315,602445258308
1070	315,602445258301
1071	315,602445258296
1072	315,602445258292
1073	315,593612311886
1074	315,593612311883
1075	315,593612311881
1076	315,59361231188
1077	315,519242841496
1078	315,519242841495
1079	315,519242841494
1080	315,502092015341
1081	315,502092015341
1082	315,50209201534
1083	315,50209201534
1084	315,502092015339
1085	315,502092015339
1086	315,502091142147
1087	315,494540076855
1088	315,494540076855
1089	315,494540076855
1090	315,491764567389
1091	315,491764567389
1092	315,491006540413
1093	315,491006540413
1094	315,491006540413
1095	315,490212663468
1096	315,489613237313
1097	315,489613237313
1098	315,488163318411
1099	315,488163318411
1100	315,488163318411
1101	315,488163318411
1102	315,488163318411
1103	315,488163318411
1104	315,488163318411
1105	315,488163318411
1106	315,488163318411
1107	315,488163318411
1108	315,488163318411
1109	315,488163318411
1110	315,488163318411
1111	315,488163318411
1112	315,488163318411
1113	315,488163304758
1114	315,488163304758
1115	315,488163304758
1116	315,488163304758
1117	315,488163304758
1118	315,488163295274
1119	315,488163295274
1120	315,488163295274
1121	315,488163295274
1122	315,488163295274
1123	315,488163295274
1124	315,488163121295
1125	315,488163121295
1126	315,488163121295
1127	315,486456328595
1128	315,486456328595
1129	315,486456328595
1130	315,440804918149
1131	315,440804918149
1132	315,440322522706
1133	315,440225355567
1134	315,440225333398
1135	315,440198479008
1136	315,440197903463
1137	315,440197524756
1138	315,439904665851
1139	315,416856144616
1140	315,378220152107
1141	315,37822000563
1142	315,378219953557
1143	315,378219917516
1144	315,378219892277
1145	315,378219874387
1146	315,378065806551
1147	315,377932983751
1148	315,377848996027
1149	315,377796056458
1150	315,305214465877
1151	315,305193714473
1152	315,305180847133
1153	315,305172942553
1154	315,305168147858
1155	315,305165290546
1156	315,305163630849
1157	315,305162703802
1158	315,305162218606
1159	315,305161994564
1160	315,30516192036
1161	315,305161920108
1162	315,305149885071
1163	315,13238990191
1164	315,132382377654
1165	315,132376410406
1166	315,132371669988
1167	315,131336941733
1168	315,131333938631
1169	315,1313315449
1170	315,018165912976
1171	315,018164389053
1172	315,018163172208
1173	315,018162200201
1174	315,018161423535
1175	314,983732472441
1176	314,983731976241
1177	314,983731579527
1178	314,983731262313
1179	314,983731008643
1180	314,983730805772
1181	314,983730643516
1182	314,983730513738
1183	314,983730409932
1184	314,983730326899
1185	314,983730260479
1186	314,983730207347
1187	314,983730164845
1188	314,983730130845
1189	314,983730103646
1190	314,983730081887
1191	314,976923725232
1192	314,976923711307
1193	314,976923700167
1194	314,976923691256
1195	314,973615166448
1196	314,972988706521
1197	314,972988701959
1198	314,972197708764
1199	314,972197705844
1200	314,972197703508
1201	314,972197701639
1202	314,967295011039
1203	314,967295009843
1204	314,967295008886
1205	314,96729500812
1206	314,967295007508
1207	314,967295007018
1208	314,965308056049
1209	314,94997975215
1210	314,9499797519
1211	314,949979751699
1212	314,949979751538
1213	314,94997975141
1214	314,949979751307
1215	314,949979751225
1216	314,945643537395
1217	314,91987407863
1218	314,919874078588
1219	314,917479082155
1220	314,917479082128
1221	314,917479082106
1222	314,917479082089
1223	314,868157240552
1224	314,868157240541
1225	314,868157240532
1226	314,868157240525
1227	314,86815724052
1228	314,868157240515
1229	314,868157240511
1230	314,862554435508
1231	314,862554435506
1232	314,862554435504
1233	314,806831220881
1234	314,800076432515
1235	314,800076432514
1236	314,800076432513
1237	314,800076432512
1238	314,800076432512
1239	314,800076432511
1240	314,800076432511
1241	314,800076432511
1242	314,800076432511
1243	314,80007643251
1244	314,80007643251
1245	314,80007643251
1246	314,798323933918
1247	314,798323933918
1248	314,798323933918
1249	314,798323933918
1250	314,798323933918
1251	314,798323933918
1252	314,798323933918
1253	314,790506214407
1254	314,790506214407
1255	314,790506214407
1256	314,769552072416
1257	314,767972488051
1258	314,767972488051
1259	314,767972488051
1260	314,767972488051
1261	314,767972488051
1262	314,767972488051
1263	314,766729076494
1264	314,766729076494
1265	314,766729076494
1266	314,762696148719
1267	314,762696148719
1268	314,762601197876
1269	314,762601197876
1270	314,762601197876
1271	314,762601197876
1272	314,762601197876
1273	314,762601197876
1274	314,762144254836
1275	314,762012144155
1276	314,762012144155
1277	314,761953630097
1278	314,761953630097
1279	314,713254503331
1280	314,713254503331
1281	314,711749723922
1282	314,710888340262
1283	314,710888340262
1284	314,704261782109
1285	314,702867942926
1286	314,702867942926
1287	314,702867942926
1288	314,702148767622
1289	314,702082932124
1290	314,702082932124
1291	314,702082932124
1292	314,702004409473
1293	314,693372864147
1294	314,691650105772
1295	314,689613693141
1296	314,689529127625
1297	314,689032463618
1298	314,688989498255
1299	314,688323846418
1300	314,688321889693
1301	314,688321889693
1302	314,688287924685
1303	314,687908407267
1304	314,687908407267
1305	314,687908407267
1306	314,687875440871
1307	314,687177240115
1308	314,687177240115
1309	314,687177240115
1310	314,687177240115
1311	314,687177240115
1312	314,687177240115
1313	314,687177240115
1314	314,687177240115
1315	314,687177240115
1316	314,686927193757
1317	314,686927193757
1318	314,686927193757
1319	314,68688594397
1320	314,686379322146
1321	314,685789774728
1322	314,685757460044
1323	314,683642766265
1324	314,683637909393
1325	314,683637909393
1326	314,683629732496
1327	314,682870302132
1328	314,682519814354
1329	314,682512039794
1330	314,682394692333
1331	314,680232297726
1332	314,679629171858
1333	314,679104095328
1334	314,678723514485
1335	314,678189181428
1336	314,677947830603
1337	314,677727750825
1338	314,677406256651
1339	314,677261750986
1340	314,677163848831
1341	314,676969105052
1342	314,675987385311
1343	314,67563225787
1344	314,674786563089
1345	314,674754628534
1346	314,674729092277
1347	314,674610311878
1348	314,674593979169
1349	314,674176880091
1350	314,674166431457
1351	314,674158073772
1352	314,674012510493
1353	314,673839738943
1354	314,673835461031
1355	314,673702235656
1356	314,673699498087
1357	314,673642832326
1358	314,673641080403
1359	314,673639678899
1360	314,673638557718
1361	314,673637660788
1362	314,673636943252
1363	314,673636369229
1364	314,673635910015
1365	314,673635542646
1366	314,673635248752
1367	314,673618350893
1368	314,673618162802
1369	314,67361801233
1370	314,673617891953
1371	314,673613137646
1372	314,673613060605
1373	314,673612998972
1374	314,673612949665
1375	314,67361291022
1376	314,673612878664
1377	314,67361034278
1378	314,673610322584
1379	314,673610306428
1380	314,673610293502
1381	314,673610283162
1382	314,67361027489
1383	314,673610268272
1384	314,673608100125
1385	314,673607693853
1386	314,673606773691
1387	314,67360677098
1388	314,673606768812
1389	314,673606767077
1390	314,673606765689
1391	314,670819457807
1392	314,669543202755
1393	314,669543202044
1394	314,669543201476
1395	314,669543201021
1396	314,669543200657
1397	314,669543200366
1398	314,669543200133
1399	314,669543199947
1400	314,669543199798
1401	314,669543199679
1402	314,669535113326
1403	314,669530571151
1404	314,665728501604
1405	314,665728501555
1406	314,665728501516
1407	314,66572637749
1408	314,665714162462
1409	314,665704396151
1410	314,665696586757
1411	314,665690341582
1412	314,665685346938
1413	314,665681352182
1414	314,66567815699
1415	314,665675601229
1416	314,665673556871
1417	314,665671921546
1418	314,665670613388
1419	314,643435068202
1420	314,643434231076
1421	314,643433561402
1422	314,64343302568
1423	314,643432597114
1424	314,643432254268
1425	314,643431979996
1426	314,643431760581
1427	314,643431585051
1428	314,643431444628
1429	314,637536781555
1430	314,637536691685
1431	314,637122048409
1432	314,637121990893
1433	314,631354598422
1434	314,631354561612
1435	314,631354532164
1436	314,631354508606
1437	314,631354489759
1438	314,631354474682
1439	314,63135446262
1440	314,61802331518
1441	314,612564390498
1442	314,612564384322
1443	314,612564379382
1444	314,612564375429
1445	314,612564372267
1446	314,61241352334
1447	314,610762707802
1448	314,610762706183
1449	314,609625174408
1450	314,609625173372
1451	314,609625172543
1452	314,60962517188
1453	314,609345082438
1454	314,608722747533
1455	314,606140295919
1456	314,606140295647
1457	314,604024038049
1458	314,604024037875
1459	314,604024037736
1460	314,604024037624
1461	314,604024037535
1462	314,604024037464
1463	314,604024037407
1464	314,604024037362
1465	314,603809668375
1466	314,603809668346
1467	314,603809668322
1468	314,603809668304
1469	314,603809668289
1470	314,603809668277
1471	314,574190271854
1472	314,574190271846
1473	314,57419027184
1474	314,574190271835
1475	314,574190271831
1476	314,574190271828
1477	314,574190271826
1478	314,574190271824
1479	314,574190271822
1480	314,574190271821
1481	314,57419027182
1482	314,574190271819
1483	314,574190271818
1484	314,574190271818
1485	314,574184932602
1486	314,574184932602
1487	314,574181777395
1488	314,568789627518
1489	314,568788855788
1490	314,568788855788
