Iterations	Fitness (Avergage from 30 samples)
2183	313,445878807194
2184	313,445872290636
2185	313,445867090252
2186	313,445862938177
2187	313,445859621785
2188	313,445856972044
2189	313,445854854409
2190	313,445853161681
2191	313,445851808384
2192	313,445850726311
2193	313,445849861015
2194	313,44584916901
2195	313,445848615554
2196	313,445848172884
2197	313,445847818809
2198	313,445847535588
2199	313,445847309036
2200	313,44584712781
2201	313,44584698284
2202	313,44584686687
2203	313,445846774099
2204	313,445846699884
2205	313,445846640514
2206	313,445846593019
2207	313,445846555024
2208	313,445846524628
2209	313,445846500312
2210	313,445846480859
2211	313,445846465297
2212	313,445846452847
2213	313,445846442887
2214	313,44584643492
2215	313,445846428546
2216	313,445846423446
2217	313,445846419367
2218	313,445846416103
2219	313,445846413492
2220	313,445846411404
2221	313,445846409733
2222	313,445846408396
2223	313,445846407327
2224	313,445846406471
2225	313,445846405787
2226	313,445846405239
2227	313,445846404801
2228	313,445846404451
2229	313,44584640417
2230	313,445846403946
2231	313,445846403767
2232	313,445846403623
2233	313,445846403508
2234	313,445846403417
2235	313,445846403343
2236	313,445846403284
2237	313,445846403237
2238	313,4458464032
2239	313,445846403169
2240	313,445846403145
2241	313,445846403126
2242	313,445846403111
2243	313,445846403098
2244	313,445846403089
2245	313,445846403081
2246	313,445846403074
2247	313,445846403069
2248	313,445846403065
2249	313,445846403062
2250	313,445846403059
2251	313,445846403057
2252	313,445846403056
2253	313,445846403054
2254	313,445846403053
2255	313,445846403052
2256	313,445846403052
2257	313,445846403051
2258	313,445846403051
2259	313,44584640305
2260	313,44584640305
2261	313,44584640305
2262	313,44584640305
2263	313,44584640305
2264	313,44584640305
2265	313,445846403049
2266	313,445846403049
2267	313,445846403049
2268	313,445846403049
2269	313,445846403049
2270	313,445846403049
2271	313,445846403049
2272	313,445846403049
2273	313,445846403049
2274	313,445846403049
2275	313,445846403049
2276	313,445846403049
2277	313,445846403049
2278	313,445846403049
2279	313,445846403049
2280	313,445846403049
2281	313,445846403049
2282	313,445846403049
2283	313,445846403049
2284	313,445846403049
2285	313,445846403049
2286	313,445846403049
2287	313,445846403049
2288	313,445846403049
2289	313,445846403049
2290	313,445846403049
2291	313,445846403049
2292	313,445846403049
2293	313,445846403049
2294	313,445846403049
2295	313,361123197197
2296	313,361123197197
2297	313,361123197197
2298	313,361123197197
2299	313,361123197197
2300	313,361123197197
2301	313,361123197197
2302	313,361123197197
2303	313,361123197197
2304	313,361123197197
2305	313,361123197197
2306	313,361123197197
2307	313,361123197197
2308	313,361123197197
2309	313,361123197197
2310	313,361123197197
2311	313,361123197197
2312	313,361123197197
2313	313,361123197197
2314	313,361123197197
2315	313,361123197197
2316	313,361123197197
2317	313,361123197197
2318	313,361123197197
2319	313,361123197197
2320	313,361123197197
2321	313,361123197197
2322	313,361123197197
2323	313,361123197197
2324	313,361123197197
2325	313,361123197197
2326	313,361123197197
2327	313,361123197197
2328	313,361123197197
2329	313,361123197197
2330	313,361123197197
2331	313,361123197197
2332	313,361123197197
2333	313,361123197197
2334	313,361123197197
2335	313,361123197197
2336	313,361123197197
2337	313,361123197197
2338	313,361123197197
2339	313,361123197197
2340	313,361123197197
2341	313,361123197197
2342	313,361123197197
2343	313,361123197197
2344	313,361123197197
2345	313,361123197197
2346	313,361123197197
2347	313,361123197197
2348	313,361123197197
2349	313,361123197197
2350	313,361123197197
2351	313,361123197197
2352	313,361123197197
2353	313,361123197197
2354	313,361123197197
2355	313,361123197197
2356	313,361123197197
2357	313,361123197197
2358	313,361123197197
2359	313,361123197197
2360	313,361123197197
2361	313,361123197197
2362	313,361123197197
2363	313,361123197197
2364	313,361123197197
2365	313,361123197197
2366	313,361123197197
2367	313,361123197197
2368	313,361123197197
2369	313,361123197197
2370	313,361123197197
2371	313,361123197197
2372	313,361123197197
2373	313,361123197197
2374	313,301535086065
2375	313,301535086065
2376	313,301535086065
2377	313,301535086065
2378	313,301535086065
2379	313,301535086065
2380	313,301535086065
2381	313,301535086065
2382	312,94388505377
2383	312,94388505377
2384	312,768351223943
2385	312,768351223943
2386	312,768351223943
2387	312,768351223943
2388	312,768351223943
2389	312,768351223943
2390	312,768351223943
2391	312,768351223943
2392	312,768351223943
2393	312,768351223943
2394	312,768351223943
2395	312,768351223943
2396	312,768351223943
2397	312,768351223943
2398	312,768351223943
2399	312,768351223943
2400	312,768351223943
2401	312,768351223943
2402	312,768351223943
2403	312,768351223943
2404	312,768351223943
2405	312,768351223943
2406	312,768351223943
2407	312,768351223943
2408	312,768351223943
2409	312,257027699789
2410	312,257027699789
2411	312,257027699789
2412	312,257027699789
2413	312,257027699789
2414	312,174273985821
2415	312,174273985821
2416	312,174273985821
2417	312,174273985821
2418	312,174273985821
2419	312,174273985821
2420	312,174273985821
2421	312,174273985821
2422	312,174273985821
2423	312,174273985821
2424	312,174273985821
2425	312,174273985821
2426	312,174273985821
2427	312,174273985821
2428	312,174273985821
2429	312,174273985821
2430	312,174273985821
2431	312,174273985821
2432	312,174273985821
2433	312,174273985821
2434	312,174273985821
2435	312,174273985821
2436	311,951941138007
2437	311,951941138007
2438	311,951941138007
2439	311,951941138007
2440	311,951941138007
2441	311,951941138007
2442	311,951941138007
2443	311,951941138007
2444	311,915607013312
2445	311,915607013312
2446	311,915607013312
2447	311,534187405256
2448	311,534187405256
2449	311,534187405256
2450	311,534187405256
2451	311,534187405256
2452	311,534187405256
2453	311,534187405256
2454	311,534187405256
2455	311,42939901405
2456	311,42939901405
2457	311,42939901405
2458	311,42939901405
2459	311,42939901405
2460	311,42939901405
2461	311,42939901405
2462	311,42939901405
2463	311,42939901405
2464	311,42939901405
2465	311,42939901405
2466	311,42939901405
2467	311,42939901405
2468	311,42939901405
2469	311,42939901405
2470	311,42939901405
2471	311,42939901405
2472	311,42939901405
2473	311,42939901405
2474	311,42939901405
2475	311,42939901405
2476	311,42939901405
2477	311,42939901405
2478	311,42939901405
2479	311,42939901405
2480	311,42939901405
2481	311,42939901405
2482	311,42939901405
2483	311,42939901405
2484	311,42939901405
2485	311,42939901405
2486	311,42939901405
2487	311,42939901405
2488	311,42939901405
2489	311,42939901405
2490	311,42939901405
2491	311,42939901405
2492	311,42939901405
2493	311,42939901405
2494	311,42939901405
2495	311,42939901405
2496	311,42939901405
2497	311,42939901405
2498	311,42939901405
2499	311,42939901405
2500	311,42939901405
2501	311,42939901405
2502	311,42939901405
2503	311,42939901405
2504	311,42939901405
2505	311,42939901405
2506	311,42939901405
2507	311,42939901405
2508	311,42939901405
2509	311,42939901405
2510	311,42939901405
2511	311,42939901405
2512	311,42939901405
2513	311,42939901405
2514	311,42939901405
2515	311,42939901405
2516	311,42939901405
2517	311,42939901405
2518	311,42939901405
2519	311,42939901405
2520	311,42939901405
2521	311,42939901405
2522	311,42939901405
2523	311,42939901405
2524	311,42939901405
2525	311,42939901405
2526	311,42939901405
2527	311,42939901405
2528	311,42939901405
2529	311,42939901405
2530	311,42939901405
2531	311,42939901405
2532	311,42939901405
2533	311,42939901405
2534	311,42939901405
2535	311,42939901405
2536	311,42939901405
2537	311,42939901405
2538	311,42939901405
2539	311,42939901405
2540	311,42939901405
2541	311,42939901405
2542	311,42939901405
2543	311,42939901405
2544	311,42939901405
2545	311,42939901405
2546	311,42939901405
2547	311,42939901405
2548	311,42939901405
2549	311,42939901405
2550	311,42939901405
2551	311,42939901405
2552	311,42939901405
2553	311,42939901405
2554	311,42939901405
2555	311,42939901405
2556	311,42939901405
2557	311,42939901405
2558	311,42939901405
2559	311,42939901405
2560	311,42939901405
2561	311,42939901405
2562	311,42939901405
2563	311,42939901405
2564	311,42939901405
2565	311,42939901405
2566	311,42939901405
2567	311,42939901405
2568	311,42939901405
2569	311,42939901405
2570	311,42939901405
2571	311,42939901405
2572	311,42939901405
2573	311,42939901405
2574	311,42939901405
2575	311,42939901405
2576	311,42939901405
2577	311,42939901405
2578	311,42939901405
2579	311,42939901405
2580	311,42939901405
2581	311,42939901405
2582	311,42939901405
2583	311,42939901405
2584	311,42939901405
2585	311,42939901405
2586	311,42939901405
2587	311,42939901405
2588	311,42939901405
2589	311,42939901405
2590	311,42939901405
2591	311,42939901405
2592	311,42939901405
2593	311,42939901405
2594	311,42939901405
2595	311,42939901405
2596	311,42939901405
2597	311,42939901405
2598	311,42939901405
2599	311,42939901405
2600	311,42939901405
2601	311,42939901405
2602	311,42939901405
2603	311,42939901405
2604	311,42939901405
2605	311,42939901405
2606	311,42939901405
2607	311,42939901405
2608	311,42939901405
2609	311,42939901405
2610	311,42939901405
2611	311,42939901405
2612	311,42939901405
2613	311,42939901405
2614	311,42939901405
2615	311,42939901405
2616	311,42939901405
2617	311,42939901405
2618	311,42939901405
2619	311,42939901405
2620	311,42939901405
2621	311,42939901405
2622	311,42939901405
2623	311,42939901405
2624	311,42939901405
2625	311,42939901405
2626	311,42939901405
2627	311,42939901405
2628	311,42939901405
2629	311,42939901405
2630	311,42939901405
2631	311,42939901405
2632	311,42939901405
2633	311,42939901405
2634	311,42939901405
2635	311,42939901405
2636	311,42939901405
2637	311,42939901405
2638	311,42939901405
2639	311,42939901405
2640	311,200834215235
2641	311,200834215235
2642	311,200834215235
2643	311,200834215235
2644	311,200834215235
2645	311,200834215235
2646	311,200834215235
2647	311,200834215235
2648	311,200834215235
2649	311,200834215235
2650	311,200834215235
2651	311,200834215235
2652	311,200834215235
2653	311,200834215235
2654	311,200834215235
2655	311,200834215235
2656	311,200834215235
2657	311,200834215235
2658	311,200834215235
2659	311,200834215235
2660	311,200834215235
2661	311,200834215235
2662	311,200834215235
2663	311,200834215235
2664	311,200834215235
2665	311,200834215235
2666	311,200834215235
2667	311,200834215235
2668	311,200834215235
2669	311,200834215235
2670	311,200834215235
2671	311,200834215235
2672	311,200834215235
2673	311,200834215235
2674	311,200834215235
2675	311,200834215235
2676	311,200834215235
2677	311,200834215235
2678	311,200834215235
2679	311,200834215235
2680	311,200834215235
2681	311,200834215235
2682	310,588581980498
2683	310,588581980498
2684	310,588581980498
2685	310,588581980498
2686	310,588581980498
2687	310,588581980498
2688	310,588581980498
2689	310,588581980498
2690	310,588581980498
2691	310,588581980498
2692	310,588581980498
2693	310,588581980498
2694	310,588581980498
2695	310,588581980498
2696	310,588581980498
2697	310,497743761644
2698	310,497743761644
2699	310,497743761644
2700	310,497743761644
2701	310,110191381297
2702	310,110191381297
2703	310,110191381297
2704	310,110191381297
2705	310,110191381297
2706	310,110191381297
2707	310,110191381297
2708	310,110191381297
2709	310,110191381297
2710	310,110191381297
2711	310,110191381297
2712	310,110191381297
2713	310,110191381297
2714	310,110191381297
2715	310,110191381297
2716	310,110191381297
2717	310,110191381297
2718	310,110191381297
2719	310,110191381297
2720	310,110191381297
2721	310,110191381297
2722	310,110191381297
2723	310,110191381297
2724	310,110191381297
2725	310,110191381297
2726	310,110191381297
2727	310,110191381297
2728	310,110191381297
2729	310,110191381297
2730	310,110191381297
2731	310,110191381297
2732	310,110191381297
2733	310,110191381297
2734	310,110191381297
2735	310,110191381297
2736	310,110191381297
2737	310,110191381297
2738	310,110191381297
2739	310,110191381297
2740	310,110191381297
2741	310,110191381297
2742	310,110191381297
2743	310,110191381297
2744	310,110191381297
2745	310,110191381297
2746	310,110191381297
2747	310,110191381297
2748	310,110191381297
2749	310,110191381297
2750	310,110191381297
2751	310,110191381297
2752	310,110191381297
2753	310,110191381297
2754	310,110191381297
2755	310,110191381297
2756	310,110191381297
2757	310,110191381297
2758	310,110191381297
2759	310,110191381297
2760	310,110191381297
2761	310,110191381297
2762	310,110191381297
2763	310,110191381297
2764	310,110191381297
2765	310,110191381297
2766	310,110191381297
2767	310,110191381297
2768	310,110191381297
2769	310,110191381297
2770	310,110191381297
2771	310,110191381297
2772	310,110191381297
2773	310,110191381297
2774	310,110191381297
2775	310,110191381297
2776	310,110191381297
2777	310,110191381297
2778	310,110191381297
2779	310,110191381297
2780	310,110191381297
2781	310,110191381297
2782	310,110191381297
2783	310,110191381297
2784	310,110191381297
2785	310,110191381297
2786	310,110191381297
2787	310,110191381297
2788	310,110191381297
2789	310,110191381297
2790	310,110191381297
2791	310,110191381297
2792	310,110191381297
2793	310,110191381297
2794	310,110191381297
2795	310,110191381297
2796	310,055436358288
2797	310,055436358288
2798	310,055436358288
2799	310,055436358288
2800	310,055436358288
2801	310,055436358288
2802	310,055436358288
2803	310,055436358288
2804	310,055436358288
2805	310,055436358288
2806	310,055436358288
2807	310,055436358288
2808	310,055436358288
2809	310,055436358288
2810	310,055436358288
2811	310,055436358288
2812	310,055436358288
2813	310,055436358288
2814	310,055436358288
2815	310,055436358288
2816	310,055436358288
2817	310,055436358288
2818	310,055436358288
2819	310,055436358288
2820	310,055436358288
2821	310,055436358288
2822	310,055436358288
2823	310,055436358288
2824	310,055436358288
2825	310,055436358288
2826	310,055436358288
2827	310,055436358288
2828	310,055436358288
2829	310,055436358288
2830	310,055436358288
2831	310,055436358288
2832	310,055436358288
2833	309,85693014179
2834	309,85693014179
2835	309,85693014179
2836	309,85693014179
2837	309,85693014179
2838	309,85693014179
2839	309,85693014179
2840	309,85693014179
2841	309,85693014179
2842	309,85693014179
2843	309,85693014179
2844	309,85693014179
2845	309,85693014179
2846	309,85693014179
2847	309,85693014179
2848	309,85693014179
2849	309,85693014179
2850	309,85693014179
2851	309,85693014179
2852	309,85693014179
2853	309,85693014179
2854	309,85693014179
2855	309,85693014179
2856	309,85693014179
2857	309,85693014179
2858	309,85693014179
2859	309,85693014179
2860	309,85693014179
2861	309,85693014179
2862	309,85693014179
2863	309,85693014179
2864	309,85693014179
2865	309,85693014179
2866	309,85693014179
2867	309,85693014179
2868	309,85693014179
2869	309,85693014179
2870	309,85693014179
2871	309,85693014179
2872	309,735420634781
2873	309,735420634781
2874	309,735217454707
2875	309,735217454707
2876	309,735217454707
2877	309,735217454707
2878	309,735217454707
2879	309,735217454707
2880	309,735217454707
2881	309,574201015122
2882	309,574201015122
2883	309,574201015122
2884	309,574201015122
2885	309,574201015122
2886	309,574201015122
2887	309,574201015122
2888	309,574201015122
2889	309,574201015122
2890	309,574201015122
2891	309,574201015122
2892	309,574201015122
2893	309,574201015122
2894	309,574201015122
2895	309,574201015122
2896	309,574201015122
2897	309,574201015122
2898	309,574201015122
2899	309,574201015122
2900	309,574201015122
2901	309,574201015122
2902	309,574201015122
2903	309,574201015122
2904	309,574201015122
2905	309,574201015122
2906	309,574201015122
2907	309,574201015122
2908	309,574201015122
2909	309,574201015122
2910	309,574201015122
2911	309,574201015122
2912	309,574201015122
2913	309,574201015122
2914	309,574201015122
2915	309,574201015122
2916	309,574201015122
2917	309,574201015122
2918	309,574201015122
2919	309,574201015122
2920	309,574201015122
2921	309,574201015122
2922	309,574201015122
2923	309,574201015122
2924	309,574201015122
2925	309,574201015122
2926	309,574201015122
2927	309,574201015122
2928	309,574201015122
2929	309,574201015122
2930	309,574201015122
2931	309,574201015122
2932	309,574201015122
2933	309,574201015122
2934	309,574201015122
2935	309,574201015122
2936	309,574201015122
2937	309,574201015122
2938	309,574201015122
2939	309,574201015122
2940	309,574201015122
2941	309,574201015122
2942	309,574201015122
2943	309,574201015122
2944	309,574201015122
2945	309,574201015122
2946	309,574201015122
2947	309,574201015122
2948	309,574201015122
2949	309,574201015122
2950	309,574201015122
2951	309,574201015122
2952	309,574201015122
2953	309,574201015122
2954	309,574201015122
2955	309,574201015122
2956	309,574201015122
2957	309,574201015122
2958	309,574201015122
2959	309,574201015122
2960	309,574201015122
2961	309,574201015122
2962	309,574201015122
2963	309,574201015122
2964	309,574201015122
2965	309,574201015122
2966	309,574201015122
2967	309,574201015122
2968	309,574201015122
2969	309,574201015122
2970	309,574201015122
2971	309,574201015122
2972	309,574201015122
2973	309,574201015122
2974	309,574201015122
2975	309,574201015122
2976	309,574201015122
2977	309,574201015122
2978	309,574201015122
2979	309,574201015122
2980	309,574201015122
2981	309,563570705383
2982	309,563570705383
2983	309,563570705383
2984	309,563570705383
2985	309,563570705383
2986	309,563570705383
2987	309,563570705383
2988	309,563570705383
2989	309,563570705383
2990	309,563570705383
2991	309,563570705383
2992	309,563570705383
2993	309,563570705383
2994	309,563570705383
2995	309,563570705383
2996	309,563570705383
2997	309,563570705383
2998	309,563570705383
2999	309,563570705383
3000	309,563570705383
3001	309,559656442791
3002	309,559656442791
3003	309,559656442791
3004	309,559656442791
3005	309,379531101391
3006	309,379531101391
3007	309,379531101391
3008	309,379531101391
3009	309,379531101391
3010	309,379531101391
3011	309,379531101391
3012	309,379531101391
3013	309,379531101391
3014	309,379531101391
3015	309,379531101391
3016	309,379531101391
3017	309,379531101391
3018	309,379531101391
3019	309,379531101391
3020	309,379531101391
3021	309,379531101391
3022	309,379531101391
3023	309,379531101391
3024	309,379531101391
3025	309,379531101391
3026	309,379531101391
3027	309,379531101391
3028	309,379531101391
3029	309,379531101391
3030	309,379531101391
3031	309,379531101391
3032	309,379531101391
3033	309,379531101391
3034	309,379531101391
3035	309,379531101391
3036	309,379531101391
3037	309,379531101391
3038	309,379531101391
3039	309,379531101391
3040	309,379531101391
3041	309,379531101391
3042	309,379531101391
3043	309,379531101391
3044	309,379531101391
3045	309,379531101391
3046	309,379531101391
3047	309,379531101391
3048	309,379531101391
3049	309,379531101391
3050	309,379531101391
3051	309,379531101391
3052	309,379531101391
3053	309,379531101391
3054	309,379531101391
3055	309,379531101391
3056	309,379531101391
3057	309,379531101391
3058	309,379531101391
3059	309,379531101391
3060	309,379531101391
3061	309,379531101391
3062	309,379531101391
3063	309,379531101391
3064	309,379531101391
3065	309,379531101391
3066	309,379531101391
3067	309,379531101391
3068	309,379531101391
3069	309,379531101391
3070	309,379531101391
3071	309,379531101391
3072	309,379531101391
3073	309,379531101391
3074	309,379531101391
3075	309,379531101391
3076	309,379531101391
3077	309,379531101391
3078	309,144472176229
3079	309,144472176229
3080	309,003168714676
3081	309,003168714676
3082	309,003168714676
3083	309,003168714676
3084	309,003168714676
3085	309,003168714676
3086	309,003168714676
3087	309,003168714676
3088	309,003168714676
3089	309,003168714676
3090	309,003168714676
3091	309,003168714676
3092	309,003168714676
3093	309,003168714676
3094	309,003168714676
3095	309,003168714676
3096	309,003168714676
3097	309,003168714676
3098	309,003168714676
3099	309,003168714676
3100	309,003168714676
3101	309,003168714676
3102	309,003168714676
3103	309,003168714676
3104	309,003168714676
3105	308,921676338434
3106	308,921676338434
3107	308,852601899378
3108	308,852601899378
3109	308,852601899378
3110	308,852601899378
3111	308,753396802247
3112	308,753396802247
3113	308,753396802247
3114	308,753396802247
3115	308,753396802247
3116	308,753396802247
3117	308,753396802247
3118	308,728436668987
3119	308,728436668987
3120	308,728436668987
3121	308,728436668987
3122	308,728436668987
3123	308,728436668987
3124	308,728436668987
3125	308,728436668987
3126	308,728436668987
3127	308,728436668987
3128	308,728436668987
3129	308,728436668987
3130	308,728436668987
3131	308,728436668987
3132	308,4339115854
3133	308,427788046045
3134	308,427788046045
3135	308,427788046045
3136	308,427788046045
3137	308,427788046045
3138	308,427788046045
3139	308,427788046045
3140	308,427788046045
3141	308,427788046045
3142	308,427788046045
3143	308,427788046045
3144	308,427788046045
3145	308,427788046045
3146	308,427788046045
3147	308,427788046045
3148	308,427788046045
3149	308,427788046045
3150	308,427788046045
3151	308,427788046045
3152	308,427788046045
3153	308,427788046045
3154	308,427788046045
3155	308,427788046045
3156	308,427788046045
3157	308,427788046045
3158	308,427788046045
3159	308,427788046045
3160	308,427788046045
3161	308,427788046045
3162	308,427788046045
3163	308,427788046045
3164	308,427788046045
3165	308,427788046045
3166	308,427788046045
3167	308,427788046045
3168	308,427788046045
3169	308,427788046045
3170	308,427788046045
3171	308,427788046045
3172	308,427788046045
3173	308,427788046045
3174	308,427788046045
3175	308,427788046045
3176	308,427788046045
3177	308,427788046045
3178	308,427788046045
3179	308,427788046045
3180	308,427788046045
3181	308,427788046045
3182	308,427788046045
3183	308,427788046045
3184	308,427788046045
3185	308,427788046045
3186	308,391332108396
3187	308,391332108396
3188	308,391332108396
3189	308,391332108396
3190	308,345269580489
3191	308,345269580489
3192	308,345269580489
3193	308,345269580489
3194	308,345269580489
3195	308,345269580489
3196	308,345269580489
3197	308,275386998486
3198	308,275386998486
3199	308,275386998486
3200	308,275386998486
3201	308,275386998486
3202	308,275386998486
3203	308,225210786141
3204	308,225210786141
3205	308,219713087853
3206	308,219713087853
3207	308,219713087853
3208	308,219713087853
3209	308,219713087853
3210	308,219713087853
3211	308,219713087853
3212	308,219713087853
3213	308,214287905408
3214	308,214287905408
3215	308,214287905408
3216	308,214287905408
3217	308,214287905408
3218	308,214287905408
3219	308,214287905408
3220	308,20826273724
3221	308,20826273724
3222	308,20826273724
3223	308,20826273724
3224	308,20826273724
3225	308,20826273724
3226	308,20826273724
3227	308,20826273724
3228	308,084937313922
3229	308,084937313922
3230	308,084937313922
3231	308,084937313922
3232	308,084937313922
3233	308,083377046999
3234	308,083377046999
3235	308,083377046999
3236	308,083377046999
3237	308,083377046999
3238	308,083377046999
3239	308,083377046999
3240	308,083377046999
3241	308,083377046999
3242	308,083377046999
3243	308,083377046999
3244	308,083377046999
3245	308,083377046999
3246	308,083377046999
3247	308,083377046999
3248	308,083377046999
3249	308,083377046999
3250	308,083377046999
3251	308,083215747917
3252	308,083215747917
3253	308,083215747917
3254	308,083215747917
3255	308,083215747917
3256	308,083215747917
3257	308,083215747917
3258	308,083215747917
3259	308,083215747917
3260	308,083215747917
3261	308,083215747917
3262	308,083215747917
3263	308,083215747917
3264	308,083215747917
3265	308,083215747917
3266	308,083215747917
3267	308,083215747917
3268	308,083215747917
3269	308,083215747917
3270	308,083215747917
3271	308,083215747917
3272	308,083215747917
3273	308,083215747917
3274	308,083215747917
3275	308,083215747917
3276	308,083215747917
3277	308,083215747917
3278	307,786590443554
3279	307,786590443554
3280	307,786590443554
3281	307,786590443554
3282	307,786590443554
3283	307,786590443554
3284	307,786590443554
3285	307,786590443554
3286	307,786590443554
3287	307,786590443554
3288	307,786590443554
3289	307,786590443554
3290	307,786590443554
3291	307,786590443554
3292	307,786590443554
3293	307,786590443554
3294	307,786590443554
3295	307,786590443554
3296	307,786590443554
3297	307,715797993571
3298	307,715797993571
3299	307,715797993571
3300	307,715797993571
3301	307,715797993571
3302	307,715797993571
3303	307,715797993571
3304	307,715797993571
3305	307,715797993571
3306	307,715797993571
3307	307,715797993571
3308	307,635349299551
3309	307,635349299551
3310	307,635349299551
3311	307,635349299551
3312	307,635349299551
3313	307,635349299551
3314	307,635349299551
3315	307,635349299551
3316	307,587477042198
3317	307,587477042198
3318	307,587477042198
3319	307,587477042198
3320	307,587477042198
3321	307,587477042198
3322	307,587477042198
3323	307,587477042198
3324	307,587477042198
3325	307,587477042198
3326	307,587477042198
3327	307,587477042198
3328	307,587477042198
3329	307,587477042198
3330	307,587477042198
3331	307,587477042198
3332	307,587477042198
3333	307,587477042198
3334	307,587477042198
3335	307,587477042198
3336	307,587477042198
3337	307,587477042198
3338	307,587477042198
3339	307,587477042198
3340	307,587477042198
3341	307,587477042198
3342	307,587477042198
3343	307,587477042198
3344	307,587477042198
3345	307,587477042198
3346	307,587477042198
3347	307,587477042198
3348	307,587477042198
3349	307,587477042198
3350	307,587477042198
3351	307,587477042198
3352	307,587145571596
3353	307,587145571596
3354	307,587145571596
3355	307,587145571596
3356	307,587145571596
3357	307,587145571596
3358	307,587145571596
3359	307,587145571596
3360	307,587145571596
3361	307,587145571596
3362	307,587145571596
3363	307,587145571596
3364	307,587145571596
3365	307,587145571596
3366	307,587145571596
3367	307,587145571596
3368	307,587145571596
3369	307,587145571596
3370	307,587145571596
3371	307,587145571596
3372	307,587145571596
3373	307,587145571596
3374	307,587145571596
3375	307,587145571596
3376	307,587145571596
3377	307,587145571596
3378	307,587145571596
3379	307,587145571596
3380	307,587145571596
3381	307,587145571596
3382	307,587145571596
3383	307,587145571596
3384	307,587145571596
3385	307,587145571596
3386	307,587145571596
3387	307,587145571596
3388	307,587145571596
3389	307,587145571596
3390	307,587145571596
3391	307,587145571596
3392	307,587145571596
3393	307,587145571596
3394	307,587145571596
3395	307,587145571596
3396	307,587145571596
3397	307,587145571596
3398	307,587145571596
3399	307,587145571596
3400	307,587145571596
3401	307,587145571596
3402	307,587145571596
3403	307,587145571596
3404	307,587145571596
3405	307,587145571596
3406	307,587145571596
3407	307,587145571596
3408	307,587145571596
3409	307,587145571596
3410	307,587145571596
3411	307,587145571596
3412	307,587145571596
3413	307,587145571596
3414	307,587145571596
3415	307,587145571596
3416	307,587145571596
3417	307,587145571596
3418	307,587145571596
3419	307,587145571596
3420	307,587145571596
3421	307,587145571596
3422	307,587145571596
3423	307,587145571596
3424	307,587145571596
3425	307,587145571596
3426	307,587145571596
3427	307,587145571596
3428	307,587145571596
3429	307,587145571596
3430	307,587145571596
3431	307,587145571596
3432	307,58319651577
3433	307,58319651577
3434	307,582352374914
3435	307,582352374914
3436	307,582352374914
3437	307,582352374914
3438	307,582352374914
3439	307,582352374914
3440	307,582352374914
3441	307,581061996677
3442	307,581061996677
3443	307,581061996677
3444	307,581061996677
3445	307,580597562088
3446	307,580597562088
3447	307,580597562088
3448	307,580597562088
3449	307,580597562088
3450	307,580597562088
3451	307,523247349775
3452	307,522952428735
3453	307,522952428735
3454	307,522952428735
3455	307,522952428735
3456	307,522904950283
3457	307,522904950283
3458	307,522904950283
3459	307,522904950283
3460	307,522904950283
3461	307,522904950283
3462	307,522904950283
3463	307,522904950283
3464	307,522904950283
3465	307,522904950283
3466	307,522904950283
3467	307,522071274184
3468	307,522071274184
3469	307,522071274184
3470	307,522071274184
3471	307,522071274184
3472	307,521837670368
3473	307,521837670368
3474	307,521837670368
3475	307,521837670368
3476	307,521837670368
3477	307,521837670368
3478	307,521837670368
3479	307,521837670368
3480	307,521837670368
3481	307,521837670368
3482	307,521837670368
3483	307,521837670368
3484	307,521837670368
3485	307,521837670368
3486	307,521837670368
3487	307,521837670368
3488	307,521837670368
3489	307,521612209211
3490	307,521612209211
3491	307,521612209211
3492	307,521612209211
3493	307,521612209211
3494	307,521612209211
3495	307,521597663316
3496	307,52154960968
3497	307,52154960968
3498	307,521527866551
3499	307,52152330531
3500	307,52152330531
3501	307,52152330531
3502	307,521515419351
3503	307,521515419351
3504	307,521515419351
3505	307,521515419351
3506	307,521515419351
3507	307,521515419351
3508	307,521515419351
3509	307,521515419351
3510	307,521515419351
3511	307,521515419351
3512	307,521515419351
3513	307,521515419351
3514	307,521515419351
3515	307,521515419351
3516	307,521515121326
3517	307,521515121326
3518	307,521515121326
3519	307,521515121326
3520	307,521515121326
3521	307,521515121326
3522	307,521515121326
3523	307,521515121326
3524	307,521515121326
3525	307,521515121326
3526	307,521515121326
3527	307,521515121326
3528	307,521515121326
3529	307,521515121326
3530	307,521515121326
3531	307,521515121326
3532	307,521514776533
3533	307,521514776533
3534	307,521514776533
3535	307,521514776533
3536	307,521514776533
3537	307,521514776533
3538	307,521514776533
3539	307,521514776533
3540	307,521514776533
3541	307,521514776533
3542	307,521514776533
3543	307,521514776533
3544	307,521514776533
3545	307,521514776533
3546	307,521514776533
3547	307,521514776533
3548	307,521514776533
3549	307,521514776533
3550	307,366357358767
3551	307,366357358767
3552	307,366357358767
3553	307,366357358767
3554	307,366357358767
3555	307,366357358767
3556	307,366357358767
3557	307,366357358767
3558	307,366357358767
3559	307,366357358767
3560	307,366357358767
3561	307,366357358767
3562	307,366357358767
3563	307,292983412128
3564	307,292983412128
3565	307,292983412128
3566	307,292983412128
3567	307,292983412128
3568	307,292983412128
3569	307,292983412128
3570	307,292983412128
3571	307,292983412128
3572	307,292983412128
3573	307,292983412128
3574	307,292983412128
3575	307,292983412128
3576	307,292983412128
3577	307,292983412128
3578	307,292983412128
3579	307,292983412128
