1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Fitness	Iterations (Average from 30 samples)
20650,3486170867	26763,9572937731	13773,2056256842	19468,2098787122	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	22470,9505551108	17780,7750414154	25710,3773017202	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23290,5842683939	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	20	21303,0853367749
20650,3486170867	26763,9572937731	13773,2056256842	19468,2098787122	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	22355,791246258	17780,7750414154	25710,3773017202	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23290,5842683939	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	21	21299,2466931465
20650,3486170867	26763,9572937731	13773,2056256842	19468,2098787122	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	22355,791246258	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23290,5842683939	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	22	21227,6634071465
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	22355,791246258	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23290,5842683939	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	23	21204,6207994667
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	24	21155,0394665733
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30655,8744121243	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	25	21155,0394665733
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30598,008481955	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	26	21153,1106022344
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30598,008481955	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	27	21153,1106022344
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	30598,008481955	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	28	21153,1106022344
20650,3486170867	26763,9572937731	13773,2056256842	18776,9316483168	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	20735,7280645411	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	23154,7158316662	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	29	21129,9336293758
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	30	20993,6829608199
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	24390,7794092104	19512,3593644945	19682,4505161495	31	20993,6829608199
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	32	20938,9556592266
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	33	20938,9556592266
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	34	20938,9556592266
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29902,6992961978	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	35	20938,9556592266
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	21927,8693789231	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	36	20933,1116197805
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	20423,7096117141	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	37	20882,9729608735
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	20423,7096117141	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	38	20882,9729608735
20650,3486170867	26763,9572937731	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22919,541610925	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	20423,7096117141	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	19682,4505161495	39	20882,9729608735
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	20423,7096117141	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	40	20808,2669411331
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	25967,1441468699	23159,7200586343	23257,4217680166	18684,3191452604	29727,3781128148	20423,7096117141	23135,548423876	19166,6385391262	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	41	20808,2669411331
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24677,9038698886	23159,7200586343	23257,4217680166	18684,3191452604	29674,0165262218	20423,7096117141	23135,548423876	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	42	20726,1472288202
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24677,9038698886	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	23135,548423876	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	43	20654,9464430862
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23562,8787217216	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24677,9038698886	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	23135,548423876	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	44	20654,9464430862
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	23135,548423876	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	45	20637,4449624856
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	23135,548423876	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	46	20637,4449624856
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	18392,8106080772	47	20592,1521873262
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	48	20578,8506334849
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	49	20578,8506334849
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	21040,1104903486	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	50	20578,8506334849
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	19015,5066098722	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	51	20511,363837469
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	19015,5066098722	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	52	20511,363837469
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	19015,5066098722	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	53	20511,363837469
20650,3486170867	26642,5278932838	13773,2056256842	17083,0374402794	19015,5066098722	23678,6873971935	19472,3480968782	22089,4303272748	16600,6748157916	24464,3671994263	15665,3639486863	21004,2196961853	17780,7750414154	23174,4172559059	18488,8090420676	19289,9429320809	21267,4057531931	19568,9486686453	24541,3209176869	23159,7200586343	23257,4217680166	18684,3191452604	27537,9929542	20423,7096117141	21776,7651690946	18045,6490333147	17948,9163864566	22748,9603614101	19512,3593644945	17993,7639928363	54	20511,363837469
